trade_num,entry_time,exit_time,exit_reason,applied_sl_pts,actual_pnl,simulated_pnl,savings,regression_active
1872,2025-10-30 10:00:36,2025-10-30 10:06:14,Trailing Stop,15.0,2720.85,2720.85,0.0,False
1873,2025-10-30 10:06:47,2025-10-30 10:07:36,Take Profit 1,10.0,740.52,740.52,0.0,True
1874,2025-10-30 10:06:47,2025-10-30 10:08:27,Trailing Stop,15.0,476.68,476.68,0.0,False
1875,2025-10-30 10:11:18,2025-10-30 10:11:24,Take Profit 1,10.0,729.25,729.25,0.0,True
1876,2025-10-30 10:11:18,2025-10-30 10:12:00,Trailing Stop,15.0,4.44,4.44,0.0,False
1877,2025-10-30 10:09:15,2025-10-30 10:14:29,Take Profit 1,10.0,755.14,755.14,0.0,True
1878,2025-10-30 10:09:15,2025-10-30 10:14:47,Take Profit 2,15.0,962.2,962.2,0.0,False
1879,2025-10-30 10:09:15,2025-10-30 10:15:31,Trailing Stop,15.0,3156.42,3156.42,0.0,False
1880,2025-10-30 10:15:32,2025-10-30 10:16:10,Take Profit 1,10.0,805.73,805.73,0.0,True
1881,2025-10-30 10:15:32,2025-10-30 10:16:21,Trailing Stop,15.0,65.56,65.56,0.0,False
1882,2025-10-30 10:16:55,2025-10-30 10:18:23,Take Profit 1,10.0,1172.67,1172.67,0.0,True
1883,2025-10-30 10:15:46,2025-10-30 10:18:26,Stop Loss,15.0,-7048.59,-7048.59,0.0,False
1884,2025-10-30 10:16:55,2025-10-30 10:18:44,Take Profit 2,10.0,897.38,897.38,0.0,True
1885,2025-10-30 10:16:55,2025-10-30 10:19:41,Take Profit 3,15.0,1553.21,1553.21,0.0,False
1886,2025-10-30 10:16:55,2025-10-30 10:20:08,Trailing Stop,15.0,2604.25,2604.25,0.0,False
1887,2025-10-30 10:21:32,2025-10-30 10:22:09,Take Profit 1,10.0,732.06,732.06,0.0,True
1888,2025-10-30 10:21:32,2025-10-30 10:24:49,Trailing Stop,15.0,1389.18,1389.18,0.0,False
1889,2025-10-30 10:23:13,2025-10-30 10:29:46,Take Profit 1,10.0,790.31,790.31,0.0,True
1890,2025-10-30 10:23:13,2025-10-30 10:31:23,Take Profit 2,15.0,1847.13,1847.13,0.0,False
1891,2025-10-30 10:28:24,2025-10-30 10:31:24,Stop Loss,15.0,-7045.92,-7045.92,0.0,False
1892,2025-10-30 10:23:13,2025-10-30 10:31:44,Trailing Stop,10.0,1545.23,1545.23,0.0,True
1893,2025-10-30 10:33:06,2025-10-30 10:33:46,Take Profit 1,5.0,759.37,759.37,0.0,True
1894,2025-10-30 10:33:06,2025-10-30 10:35:10,Trailing Stop,15.0,1748.52,1748.52,0.0,False
1895,2025-10-30 10:38:23,2025-10-30 10:40:14,Take Profit 1,10.0,879.63,879.63,0.0,True
1896,2025-10-30 10:38:23,2025-10-30 10:42:00,Trailing Stop,15.0,1112.27,1112.27,0.0,False
1897,2025-10-30 10:42:42,2025-10-30 10:42:59,Take Profit 1,10.0,774.14,774.14,0.0,True
1898,2025-10-30 10:42:42,2025-10-30 10:44:25,Trailing Stop,15.0,1841.66,1841.66,0.0,False
1899,2025-10-30 10:31:46,2025-10-30 10:59:25,Stop Loss,10.0,-5775.29,-3850.193333333333,1925.0966666666668,True
1900,2025-10-30 10:45:02,2025-10-30 10:59:45,Take Profit 1,5.0,750.92,750.92,0.0,True
1901,2025-10-30 10:45:02,2025-10-30 11:00:00,Trailing Stop,15.0,-596.12,-596.12,0.0,False
1902,2025-10-30 11:02:17,2025-10-30 11:05:29,Take Profit 1,10.0,786.4,786.4,0.0,True
1903,2025-10-30 11:00:52,2025-10-30 11:06:06,Stop Loss,15.0,-8521.85,-8521.85,0.0,False
1904,2025-10-30 11:02:17,2025-10-30 11:10:58,Take Profit 2,10.0,910.37,910.37,0.0,True
1905,2025-10-30 11:02:17,2025-10-30 11:15:14,Take Profit 3,15.0,1491.25,1491.25,0.0,False
1906,2025-10-30 11:09:36,2025-10-30 11:15:50,Stop Loss,15.0,-7990.36,-7990.36,0.0,False
1907,2025-10-30 11:02:17,2025-10-30 11:17:04,Trailing Stop,10.0,1322.6,1322.6,0.0,True
1908,2025-10-30 11:17:47,2025-10-30 11:22:03,Take Profit 1,5.0,761.97,761.97,0.0,True
1909,2025-10-30 11:17:19,2025-10-30 11:23:10,Stop Loss,15.0,-9168.38,-9168.38,0.0,False
1910,2025-10-30 11:17:47,2025-10-30 11:23:24,Take Profit 2,10.0,890.66,890.66,0.0,True
1911,2025-10-30 11:17:47,2025-10-30 11:25:44,Trailing Stop,15.0,1369.09,1369.09,0.0,False
1912,2025-10-30 11:26:16,2025-10-30 11:30:06,Take Profit 1,10.0,784.77,784.77,0.0,True
1913,2025-10-30 11:26:16,2025-10-30 11:30:54,Take Profit 2,15.0,1871.57,1871.57,0.0,False
1914,2025-10-30 11:26:16,2025-10-30 11:32:27,Trailing Stop,15.0,1896.69,1896.69,0.0,False
1915,2025-10-30 11:32:42,2025-10-30 11:36:03,Take Profit 1,10.0,1023.42,1023.42,0.0,True
1916,2025-10-30 11:32:42,2025-10-30 11:37:02,Trailing Stop,15.0,173.05,173.05,0.0,False
1917,2025-10-30 11:38:00,2025-10-30 11:44:13,Take Profit 1,10.0,850.68,850.68,0.0,True
1918,2025-10-30 11:38:00,2025-10-30 11:47:02,Trailing Stop,15.0,1251.66,1251.66,0.0,False
1919,2025-10-30 11:49:33,2025-10-30 11:52:38,Take Profit 1,10.0,767.49,767.49,0.0,True
1920,2025-10-30 11:31:16,2025-10-30 11:52:38,Stop Loss,15.0,-5720.42,-5720.42,0.0,False
1921,2025-10-30 11:49:33,2025-10-30 11:54:10,Take Profit 2,10.0,934.64,934.64,0.0,True
1922,2025-10-30 11:49:33,2025-10-30 11:56:02,Take Profit 3,15.0,1500.53,1500.53,0.0,False
1923,2025-10-30 11:49:33,2025-10-30 12:00:03,Trailing Stop,15.0,2581.33,2581.33,0.0,False
1924,2025-10-30 12:01:43,2025-10-30 12:19:50,Take Profit 1,10.0,1042.86,1042.86,0.0,True
1925,2025-10-30 12:01:43,2025-10-30 12:20:00,Take Profit 2,15.0,941.16,941.16,0.0,False
1926,2025-10-30 12:01:43,2025-10-30 12:20:34,Trailing Stop,15.0,1676.72,1676.72,0.0,False
1927,2025-10-30 12:21:00,2025-10-30 12:23:30,Stop Loss,10.0,-6858.21,-4572.139999999999,2286.0700000000006,True
1928,2025-10-30 11:57:02,2025-10-30 12:27:00,Take Profit 1,5.0,757.15,757.15,0.0,True
1929,2025-10-30 11:57:02,2025-10-30 12:29:36,Trailing Stop,15.0,15.26,15.26,0.0,False
1930,2025-10-30 12:29:36,2025-10-30 12:32:25,Take Profit 1,10.0,736.31,736.31,0.0,True
1931,2025-10-30 12:29:36,2025-10-30 12:35:11,Trailing Stop,15.0,1817.41,1817.41,0.0,False
1932,2025-10-30 12:33:49,2025-10-30 12:37:23,Take Profit 1,10.0,735.18,735.18,0.0,True
1933,2025-10-30 12:33:49,2025-10-30 12:39:20,Trailing Stop,15.0,1710.21,1710.21,0.0,False
1934,2025-10-30 12:39:05,2025-10-30 12:39:23,Take Profit 1,10.0,736.78,736.78,0.0,True
1935,2025-10-30 12:39:05,2025-10-30 12:41:36,Trailing Stop,15.0,124.43,124.43,0.0,False
1936,2025-10-30 12:40:08,2025-10-30 12:47:12,Take Profit 1,10.0,779.41,779.41,0.0,True
1937,2025-10-30 12:40:08,2025-10-30 12:47:51,Trailing Stop,15.0,29.79,29.79,0.0,False
1938,2025-10-30 12:43:49,2025-10-30 12:59:08,Take Profit 1,10.0,736.36,736.36,0.0,True
1939,2025-10-30 12:43:49,2025-10-30 13:03:11,Trailing Stop,15.0,1247.86,1247.86,0.0,False
1940,2025-10-30 13:07:20,2025-10-30 13:08:34,Take Profit 1,10.0,736.7,736.7,0.0,True
1941,2025-10-30 13:07:20,2025-10-30 13:09:58,Trailing Stop,15.0,754.94,754.94,0.0,False
1942,2025-10-30 12:48:53,2025-10-30 13:14:59,Take Profit 1,10.0,764.2,764.2,0.0,True
1943,2025-10-30 12:48:53,2025-10-30 13:16:45,Trailing Stop,15.0,119.3,119.3,0.0,False
1944,2025-10-30 13:15:48,2025-10-30 13:23:18,Take Profit 1,10.0,744.91,744.91,0.0,True
1945,2025-10-30 13:17:40,2025-10-30 13:24:19,Stop Loss,15.0,-7017.99,-7017.99,0.0,False
1946,2025-10-30 13:15:48,2025-10-30 13:24:19,Take Profit 2,10.0,1809.23,1809.23,0.0,True
1947,2025-10-30 13:15:48,2025-10-30 13:26:08,Trailing Stop,15.0,2871.24,2871.24,0.0,False
1948,2025-10-30 13:26:54,2025-10-30 13:27:55,Take Profit 1,10.0,870.83,870.83,0.0,True
1949,2025-10-30 13:26:54,2025-10-30 13:31:33,Take Profit 2,15.0,1912.66,1912.66,0.0,False
1950,2025-10-30 13:26:54,2025-10-30 13:32:10,Take Profit 3,15.0,1555.95,1555.95,0.0,False
1951,2025-10-30 13:27:21,2025-10-30 13:32:10,Stop Loss,15.0,-6788.97,-6788.97,0.0,False
1952,2025-10-30 13:26:54,2025-10-30 13:33:22,Trailing Stop,10.0,3494.15,3494.15,0.0,True
1953,2025-10-30 13:36:24,2025-10-30 13:37:19,Take Profit 1,5.0,751.99,751.99,0.0,True
1954,2025-10-30 13:36:24,2025-10-30 13:47:29,Trailing Stop,15.0,844.39,844.39,0.0,False
1955,2025-10-30 13:34:25,2025-10-30 13:51:36,Stop Loss,10.0,-6883.82,-4589.213333333333,2294.6066666666666,True
1956,2025-10-30 13:47:58,2025-10-30 13:58:17,Take Profit 1,5.0,773.98,773.98,0.0,True
1957,2025-10-30 13:47:58,2025-10-30 14:01:26,Take Profit 2,15.0,904.16,904.16,0.0,False
1958,2025-10-30 14:00:34,2025-10-30 14:02:51,Take Profit 1,15.0,728.61,728.61,0.0,False
1959,2025-10-30 13:47:58,2025-10-30 14:02:51,Trailing Stop,15.0,1531.98,1531.98,0.0,False
1960,2025-10-30 14:00:34,2025-10-30 14:03:21,Take Profit 2,10.0,1777.94,1777.94,0.0,True
1961,2025-10-30 14:00:34,2025-10-30 14:03:49,Trailing Stop,15.0,1722.52,1722.52,0.0,False
1962,2025-10-30 14:07:50,2025-10-30 14:12:35,Take Profit 1,10.0,727.56,727.56,0.0,True
1963,2025-10-30 14:07:50,2025-10-30 14:13:26,Trailing Stop,15.0,207.42,207.42,0.0,False
1964,2025-10-30 14:05:58,2025-10-30 14:20:56,Take Profit 1,10.0,773.41,773.41,0.0,True
1965,2025-10-30 14:19:05,2025-10-30 14:21:11,Stop Loss,15.0,-8025.05,-8025.05,0.0,False
1966,2025-10-30 14:05:58,2025-10-30 14:22:17,Take Profit 2,10.0,892.63,892.63,0.0,True
1967,2025-10-30 14:05:58,2025-10-30 14:22:52,Trailing Stop,15.0,1924.62,1924.62,0.0,False
1968,2025-10-30 14:29:22,2025-10-30 14:33:00,Take Profit 1,10.0,766.36,766.36,0.0,True
1969,2025-10-30 14:29:22,2025-10-30 14:34:13,Take Profit 2,15.0,1785.71,1785.71,0.0,False
1970,2025-10-30 14:29:22,2025-10-30 14:34:49,Trailing Stop,15.0,1914.05,1914.05,0.0,False
1971,2025-10-30 14:42:01,2025-10-30 14:50:50,Take Profit 1,10.0,825.91,825.91,0.0,True
1972,2025-10-30 14:26:21,2025-10-30 14:51:34,Stop Loss,15.0,-6856.78,-6856.78,0.0,False
1973,2025-10-30 14:42:01,2025-10-30 14:51:37,Take Profit 2,10.0,1830.26,1830.26,0.0,True
1974,2025-10-30 14:42:01,2025-10-30 14:53:34,Trailing Stop,15.0,1531.17,1531.17,0.0,False
1975,2025-10-30 14:53:55,2025-10-30 14:54:53,Take Profit 1,10.0,982.37,982.37,0.0,True
1976,2025-10-30 14:53:55,2025-10-30 14:55:01,Take Profit 2,15.0,1776.86,1776.86,0.0,False
1977,2025-10-30 14:53:55,2025-10-30 14:55:48,Trailing Stop,15.0,2519.13,2519.13,0.0,False
1978,2025-10-30 14:55:48,2025-10-30 14:59:01,Take Profit 1,10.0,751.83,751.83,0.0,True
1979,2025-10-30 14:59:57,2025-10-30 15:00:35,Stop Loss,15.0,-8212.69,-8212.69,0.0,False
1980,2025-10-30 14:55:48,2025-10-30 15:02:03,Trailing Stop,10.0,1488.66,1488.66,0.0,True
1981,2025-10-30 15:02:55,2025-10-30 15:10:00,Session End,5.0,-90.48,-30.16,60.32000000000001,True
1982,2025-10-30 15:05:28,2025-10-30 15:10:00,Session End,5.0,163.76,163.76,0.0,True
1983,2025-10-31 09:35:20,2025-10-31 09:40:45,Stop Loss,15.0,-4560.04,-4560.04,0.0,False
1984,2025-10-31 09:35:20,2025-10-31 09:40:45,Stop Loss,10.0,-4560.04,-3040.0266666666666,1520.0133333333333,True
1985,2025-10-31 09:35:20,2025-10-31 09:40:45,Stop Loss,5.0,-4560.04,-1520.0133333333333,3040.0266666666666,True
1986,2025-10-31 09:35:13,2025-10-31 09:40:47,Take Profit 1,5.0,1477.08,1477.08,0.0,True
1987,2025-10-31 09:35:13,2025-10-31 09:40:47,Take Profit 1,15.0,1477.08,1477.08,0.0,False
1988,2025-10-31 09:35:13,2025-10-31 09:40:47,Take Profit 1,15.0,1477.08,1477.08,0.0,False
1989,2025-10-31 09:35:13,2025-10-31 09:41:58,Trailing Stop,15.0,643.63,643.63,0.0,False
1990,2025-10-31 09:35:13,2025-10-31 09:41:58,Trailing Stop,10.0,643.63,643.63,0.0,True
1991,2025-10-31 09:35:13,2025-10-31 09:41:58,Trailing Stop,5.0,643.63,643.63,0.0,True
1992,2025-10-31 09:42:05,2025-10-31 09:42:32,Take Profit 1,5.0,437.92,437.92,0.0,True
1993,2025-10-31 09:42:05,2025-10-31 09:42:32,Take Profit 1,15.0,437.92,437.92,0.0,False
1994,2025-10-31 09:42:05,2025-10-31 09:42:32,Take Profit 1,15.0,437.92,437.92,0.0,False
1995,2025-10-31 09:42:05,2025-10-31 09:42:48,Trailing Stop,15.0,126.33,126.33,0.0,False
1996,2025-10-31 09:42:05,2025-10-31 09:42:48,Trailing Stop,10.0,126.33,126.33,0.0,True
1997,2025-10-31 09:42:05,2025-10-31 09:42:48,Trailing Stop,5.0,126.33,126.33,0.0,True
